,0
0,758.1787706604913
1,1508.2475557953235
2,2235.847129397819
3,2954.570050108813
4,3543.3543824197004
5,3822.883056181632
6,4087.497581064894
7,4294.136969480571
8,4510.746344126241
9,4674.511383270241
10,4674.511383270241
11,4674.511383270241
12,4674.511383270241
13,4674.511383270241
14,4674.511383270241
15,4674.511383270241
16,4674.511383270241
17,4674.511383270241
18,4674.511383270241
19,4674.511383270241
20,4674.511383270241
21,4674.511383270241
22,4674.511383270241
23,4674.511383270241
